id,left,top,right,bottom,GSA,depth_mean,depth_stde,depth_min,depth_max,n_km2,X,Y,n_particles,Sin,Sout,nsry,spwn
23,12.95000013,45.45,13.05000013,45.35,17,27.7016818411648,1.66860089933073,22.25,31.2000007629395,5.21488140261905,13.0,45.4,0.0,0.05,0.0,0.0,0.0
24,13.05000013,45.45,13.15000013,45.35,17,26.815961363208,2.18721270964649,21.0,30.7999992370605,6.4879755552381,13.1,45.4,0.0,0.0,0.0,0.0,0.0
25,13.15000013,45.45,13.25000013,45.35,17,26.1518685324086,2.10293177009523,23.0,30.25,6.6306732162381,13.2,45.4,0.0526315789473684,0.0,0.0,0.0,0.0
26,13.25000013,45.45,13.35000013,45.35,17,26.1157063498265,1.40804299094198,24.2999992370605,29.1499996185303,6.63267002085714,13.3,45.4,0.0,0.05,0.0,0.0,0.0
27,13.35000013,45.45,13.45000013,45.35,17,26.1756998555114,1.90528808285651,24.8999996185303,35.0,5.947339445,13.4,45.4,0.0,0.0,0.0,0.0,0.0
28,13.45000013,45.45,13.55000013,45.35,17,17.7244786373404,9.87278616975721,0.0,33.5499992370605,5.79726132952381,13.5,45.4,0.0,0.0,0.0,0.0,0.0
29,12.35000013,45.35,12.45000013,45.25,17,17.3846870879125,2.65584999953171,9.39400005340576,22.1499996185303,0.10330486747619,12.4,45.3,0.0,0.0,0.0,0.0,0.0
30,12.45000013,45.35,12.55000013,45.25,17,20.8730197439177,2.14475761589124,16.0,25.0499992370605,0.217087348714286,12.5,45.3,0.0,0.0,0.0,0.0,0.0
31,12.55000013,45.35,12.65000013,45.25,17,23.0985731201039,2.4588995436156,18.0,27.0,0.551400884047619,12.6,45.3,0.0526315789473684,0.0,0.0,0.0,0.09523809523809523
32,12.65000013,45.35,12.75000013,45.25,17,24.6615505506181,2.51738903251327,20.0,29.0,1.28750044752381,12.7,45.3,0.2631578947368421,0.05,0.0,0.0,0.09523809523809523
33,12.75000013,45.35,12.85000013,45.25,17,27.7903265915811,1.96602587088973,21.75,31.1000003814697,4.09124342571429,12.8,45.3,0.4210526315789473,0.25,0.0,0.0,0.09523809523809523
34,12.85000013,45.35,12.95000013,45.25,17,29.9922254549132,0.95020332929621,27.0,32.0,10.9670750740952,12.9,45.3,0.1052631578947368,0.25,0.0,0.0,0.2857142857142857
